Genus	SMPL0	SMPL1	SMPL10	SMPL100	SMPL101	SMPL102	SMPL103	SMPL104	SMPL105	SMPL106	SMPL107	SMPL108	SMPL109	SMPL11	SMPL110	SMPL111	SMPL12	SMPL13	SMPL14	SMPL15	SMPL16	SMPL17	SMPL18	SMPL19	SMPL2	SMPL20	SMPL21	SMPL22	SMPL23	SMPL24	SMPL25	SMPL26	SMPL27	SMPL28	SMPL29	SMPL3	SMPL30	SMPL31	SMPL32	SMPL33	SMPL34	SMPL35	SMPL36	SMPL37	SMPL38	SMPL39	SMPL4	SMPL40	SMPL41	SMPL42	SMPL43	SMPL44	SMPL45	SMPL46	SMPL47	SMPL48	SMPL49	SMPL5	SMPL50	SMPL51	SMPL52	SMPL53	SMPL54	SMPL55	SMPL56	SMPL57	SMPL58	SMPL59	SMPL6	SMPL60	SMPL61	SMPL62	SMPL63	SMPL64	SMPL65	SMPL66	SMPL67	SMPL68	SMPL69	SMPL7	SMPL70	SMPL71	SMPL72	SMPL73	SMPL74	SMPL75	SMPL76	SMPL77	SMPL78	SMPL79	SMPL8	SMPL80	SMPL81	SMPL82	SMPL83	SMPL84	SMPL85	SMPL86	SMPL87	SMPL88	SMPL89	SMPL9	SMPL90	SMPL91	SMPL92	SMPL93	SMPL94	SMPL95	SMPL96	SMPL97	SMPL98	SMPL99
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Peptostreptococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Romboutsia	0	50	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	1	0	19	14	6	0	0	0	0	0	1	0	3	0	43	0	0	0	0	6	0	0	0	0	0	2	1	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	3	0	11	73	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	1	3	10	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;?	1	117	435	8	4	0	7	12	2	0	1	11	0	91	0	2	74	1	77	55	2	231	86	183	13	634	47	16	90	31	2280	60	2	368	0	66	1	0	25	0	85	661	204	7	1049	41	49	965	0	10	0	7	89	49	46	140	8	7	22	0	5	0	294	0	107	251	0	880	179	474	6	0	36	217	1589	0	0	116	3	105	0	23	93	1	119	42	0	0	0	13	0	0	3	52	14	16	2	2	1	88	0	87	59	19	4	1	6	8	6	20	4	8
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerofilum	0	0	12	0	0	0	1	0	0	0	0	0	0	12	0	0	0	0	0	1	0	0	1	0	0	14	1	3	6	1	8	0	3	3	0	0	0	3	0	0	1	10	0	1	1	2	0	32	0	0	0	0	11	0	3	3	0	1	1	0	0	0	0	0	0	0	0	1	0	18	0	0	0	0	53	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	13	18	3	0	7	27	0	9	0	26	2	0	7	0	3	0	0	2	1	13	0	7	0	0	0	1	2	0	0	0	0	1	0	1	7	0	0	0	0	0	0	2	0	0	1	0	10	4	7	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	1	0	2	0	0	0	0	0	0	2	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Angelakisella	0	0	65	0	0	0	0	2	2	0	0	0	0	9	0	0	3	0	1	7	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	1	8	0	0	0	3	0	6	0	0	0	0	21	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Butyricicoccus	0	3	4	0	1	0	1	0	1	0	0	0	0	1	0	0	15	0	54	0	0	24	11	45	1	8	2	0	6	0	36	29	0	31	0	66	0	0	3	0	15	0	1	0	7	1	0	1	0	0	0	0	13	9	2	5	0	0	0	0	0	0	3	0	0	16	0	1	55	367	0	0	1	6	1	0	0	0	0	8	0	0	1	3	10	2	0	0	0	3	0	0	0	0	0	0	5	0	0	1	0	3	4	15	7	11	0	8	0	1	2	1
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Candidatus Soleaferrea	0	0	23	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	5	0	3	1	3	1	0	2	0	23	1	0	1	0	2	0	0	2	1	3	0	1	0	3	0	0	63	0	0	0	0	2	9	1	4	0	0	0	0	0	0	0	0	6	4	0	11	5	5	0	0	4	0	26	0	0	0	0	15	0	0	1	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;DTU089	0	0	84	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	10	13	1	1	0	0	13	0	0	1	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	4	2	1	3	3	26	105	0	0	1	0	0	0	4	0	1	5	13	0	0	0	3	51	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium	2	1	4	0	9	0	11	37	16	0	0	2	0	0	1	2	0	0	0	0	0	5	0	4	1	6	0	0	0	0	13	2	0	10	0	0	0	0	0	0	0	93	46	0	1	6	1	296	3	0	0	7	312	161	7	75	1	0	0	0	0	0	4	0	0	59	0	3	2	230	1	0	1	34	139	1	0	7	1	3	0	1	9	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	1	1	1	431	89	1	47	0	0	0	1
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Flavonifractor	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	4	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	336	0	0	0	0	20	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Fournierella	0	0	34	1	1	0	1	0	2	0	0	0	0	0	0	0	2	0	85	0	3	0	0	0	0	0	0	0	0	1	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	18	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	13	0	0	0	8	0	1	0	0	0	0	0	0	4	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Harryflintia	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	7	0	1	0	28	2	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	0	0	3	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Hydrogenoanaerobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	4	0	0	2	0	1	0	170	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Intestinimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	26	19	40	0	5	77	1	74	1	739	69	0	204	0	0	0	0	30	1	0	0	7	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	90	0	4	2	0	39	0	4	0	0	1	0	2	0	28	3	3	160	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Negativibacillus	0	0	84	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	6	6	0	0	0	0	0	7	1	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	11	0	0	3	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter	6	9	181	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	1	19	13	27	9	10	0	224	3	23	85	149	91	2	9	7	0	1	1	0	0	0	1	31	0	14	29	5	0	203	22	0	0	0	37	19	0	7	6	9	125	0	0	11	2	0	17	111	0	55	1	1502	0	0	7	101	2465	0	0	626	3	9	0	36	9	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Papillibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	5	0	0	3	0	0	0	0	0	0	3	0	0	0	2	0	0	3	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Phocea	0	0	6	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	16	0	4	0	0	0	0	0	0	4	7	4	0	0	1	0	58	0	0	0	0	3	1	8	4	0	0	0	0	1	0	0	0	0	10	0	0	3	0	0	0	0	3	111	0	0	10	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	2	21	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium	0	0	6	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	1	0	0	0	0	4	0	2	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 1	0	0	15	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 5	5	2	8	5	1	0	0	0	0	0	0	1	0	6	0	0	1	0	2	0	0	1	0	3	0	4	0	1	5	0	27	3	8	2	0	5	4	0	2	2	1	0	5	40	3	1078	2	2496	24	0	0	0	6	3	1	3	0	0	2	0	0	0	0	0	0	4	0	5	2	0	0	0	0	5	8	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	34	0	0	0	0	0	0	1	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 6	2	69	80	3	3	0	2	2	1	0	0	7	0	4	0	0	19	3	3	9	0	247	1219	559	1	401	120	51	249	1	898	4	2	10	6	1	10	4	18	1	11	4364	2358	57	68	114	2	45233	38	2	3	1	76	1	0	89	1	6	0	0	3	1	544	1	2	164	0	419	157	55	0	0	4	569	55	0	0	84	1	111	0	62	6	1	1	0	0	0	0	0	0	1	0	85	2	2	0	0	0	1	0	42	7	0	0	0	0	1	0	45	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 9	0	34	3	0	2	0	2	1	1	0	0	1	0	6	0	0	2	0	1	3	0	28	19	337	11	29	47	1	39	0	112	22	3	26	0	18	0	0	6	0	5	11	0	0	3	0	1	48	0	0	0	0	25	18	4	6	0	1	0	0	0	0	40	0	0	50	0	568	1	19	1	0	16	7	91	0	0	12	0	0	0	9	24	0	6	0	0	0	0	3	0	0	3	5	12	1	0	0	0	0	0	1	2	1	0	0	1	0	0	3	0	6
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae NK4A214 group	17	5	21	2	5	0	1	0	1	0	0	2	0	2	0	0	25	0	9	4	0	1140	89	16	10	31	62	1	439	0	8	0	1	0	0	81	0	0	0	0	0	672	201	1	441	0	0	47	3	3	0	0	3	1	0	0	0	21	0	0	0	0	42	0	0	92	0	44	179	0	0	0	0	3	62	0	0	0	2	28	0	0	0	0	3	0	0	0	0	0	0	0	0	14	6	1	28	1	0	2	0	28	0	0	0	0	1	0	9	1	4	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-002	62	198	21	49	124	0	88	0	5	0	0	40	1	4	1	20	1	0	2	0	0	74	9	137	34	118	54	68	112	30	739	260	45	1183	0	651	9	0	17	1	45	251	91	13	694	2	14	38	9	3	0	3	1869	1199	269	1214	24	1	106	0	1	18	387	0	1	1336	0	96	4	431	1	0	0	269	4237	0	0	431	12	0	0	21	49	0	1	2	0	0	1	2	0	4	4	70	127	2	2	0	1	7	0	1	32	1	4	1	60	6	0	12	8	14
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-004	0	9	3	4	12	0	2	1	0	0	0	2	0	0	0	0	5	0	15	0	0	14	5	21	3	2	8	0	3	0	302	55	1	27	0	54	0	0	5	3	15	27	66	0	6	4	2	253	0	0	0	0	84	72	13	26	0	0	0	0	0	0	3	0	0	19	0	1	122	0	0	0	0	1	1	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	1	0	2	5	2	0	4	27	32	3	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-005	4	134	148	47	94	0	78	4	3	0	0	38	0	15	0	22	32	0	7	5	1	522	50	22	7	31	219	3	119	33	4974	144	3	86	0	150	0	2	215	0	12	61	80	5	43	2	14	218	2	0	0	5	876	462	120	685	4	0	41	1	4	18	104	0	2	1611	0	580	64	104	0	0	0	101	67	0	0	83	1	14	0	184	89	0	21	5	0	0	0	4	0	0	0	54	14	0	3	0	0	11	0	43	9	1	0	0	39	9	3	18	9	3
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-008	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-010	1	2	1	0	0	0	3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	3	17	1	2	12	0	0	8	5	101	0	0	0	0	16	0	0	5	0	0	181	138	2	582	7	0	714	2	5	0	0	129	21	9	223	2	0	1	0	0	0	41	0	0	3	0	6	7	1	1	0	0	5	17	0	0	3	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	2	0	0	1	1	7	0	1	6	0	1
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-011	0	0	69	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0	0	1	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-013	7	36	201	2	1	0	1	0	1	0	0	4	0	365	0	0	12	0	35	22	0	41	50	51	4	568	13	19	142	67	7	44	87	28	0	5	10	12	0	0	3	219	126	3	250	3	0	12	37	1	4	0	78	29	5	6	16	16	180	0	0	1	0	0	1	25	0	7	47	586	0	0	0	16	219	0	0	13	0	5	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	2	0	10	0	0	0	0	2	1	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-014	0	44	7	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	1	2	2	5	956	0	8	0	2	0	0	21	0	0	0	0	0	178	258	0	2522	1	1	18	4	7	0	0	0	0	0	0	0	0	4	0	0	0	91	0	0	30	0	12	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	1	0	0	0	9	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus 1	14	205	83	0	0	0	0	1	0	0	0	0	0	35	0	0	2	1	1	4	0	500	12	48	16	1390	6	18	295	5	2	2	0	3	0	70	0	0	0	0	1	32	58	0	104	15	18	346	0	2	0	1	411	50	4	11	1	2	33	0	1	2	171	0	0	377	0	3	3	3867	0	0	0	889	664	0	0	0	3	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	18	0	0	1	2	1	6	0	11	6	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus 2	0	0	343	17	13	0	22	2	3	0	0	19	0	130	0	2	697	2	46	22	7	7	3	6	0	240	0	1	3	13	9174	2160	14	316	1	3	0	4	113	28	502	53	361	4	14864	1	1	1063	9	2	0	1	3119	395	24	461	2	2	63	0	0	1	0	0	0	1	0	0	1890	2086	0	0	0	1	38	0	0	23	2	118	0	0	57	0	0	0	0	0	0	0	1	0	0	3	15	10	121	4	2	91	0	1090	79	13	87	301	17	14	43	0	0	37
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;UBA1819	0	2	120	4	8	0	0	2	7	0	0	0	0	0	0	0	14	0	13	5	0	7	30	4	0	4	4	1	42	0	516	26	0	37	0	3	0	0	7	26	6	77	15	1	79	0	0	227	0	1	0	0	29	55	8	12	5	1	1	0	0	1	1	0	0	5	0	366	158	0	0	0	5	2	404	0	0	1	1	78	0	19	2	0	8	0	0	0	0	0	0	0	1	5	4	9	24	1	1	129	0	20	0	1	0	0	2	0	7	0	1	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;[Eubacterium] coprostanoligenes group	1	99	9662	30	19	0	6	0	2	0	0	6	0	2353	0	0	19	0	100	798	2	1351	286	54	15	903	4609	160	16	21	76	2	1	1	0	331	3	1	1	0	1	3	0	1	87	1	32	97	8	2	0	0	1	1839	497	943	0	38	5	0	0	0	32	0	0	833	0	56	37	0	1	0	2	132	1626	0	0	4	1	43	0	35	3	0	0	0	0	0	0	2	0	0	0	57	7	2	0	0	0	6	0	56	0	0	9	0	248	4	1	8	2	6
Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Erysipelotrichia;?;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	9	31	0	0	4	0	4	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	31	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	28	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;?;?	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	5	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	8	0	0	0	0	21	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	2	0	0	0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;?	0	0	12	0	0	0	2	0	1	0	0	0	0	0	0	0	10	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	74	0	0	9	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	1	4	0	2	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Asteroleplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Coprobacillus	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	2	0	2	0	1	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Dielma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	6	0	2	0	0	4	0	42	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
